_id,co_uf,no_uf,ano,variavel,idh_categoria,idh_subcategoria,valor
508,23,Ceará,2018,IDH,Total,Total,0.739
509,23,Ceará,2019,IDH,Educação,Total,0.74
510,23,Ceará,2019,IDH,Longevidade,Total,0.823
511,23,Ceará,2019,IDH,Renda,Total,0.677
512,23,Ceará,2019,IDH,Total,Total,0.744
513,23,Ceará,2020,IDH,Educação,Total,0.766
514,23,Ceará,2020,IDH,Longevidade,Total,0.822
515,23,Ceará,2020,IDH,Renda,Total,0.684
516,23,Ceará,2020,IDH,Total,Total,0.755
517,23,Ceará,2021,IDH,Educação,Total,0.766
518,23,Ceará,2021,IDH,Longevidade,Total,0.784
519,23,Ceará,2021,IDH,Renda,Total,0.658
520,23,Ceará,2021,IDH,Total,Total,0.734
521,24,Rio Grande do Norte,1991,IDH,Educação,Total,0.242
522,24,Rio Grande do Norte,1991,IDH,Longevidade,Total,0.591
523,24,Rio Grande do Norte,1991,IDH,Renda,Total,0.547
524,24,Rio Grande do Norte,1991,IDH,Total,Total,0.428
525,24,Rio Grande do Norte,2000,IDH,Educação,Total,0.396
526,24,Rio Grande do Norte,2000,IDH,Longevidade,Total,0.7
527,24,Rio Grande do Norte,2000,IDH,Renda,Total,0.608
528,24,Rio Grande do Norte,2000,IDH,Total,Total,0.552
529,24,Rio Grande do Norte,2010,IDH,Educação,Total,0.597
530,24,Rio Grande do Norte,2010,IDH,Longevidade,Total,0.792
531,24,Rio Grande do Norte,2010,IDH,Renda,Total,0.678
532,24,Rio Grande do Norte,2010,IDH,Total,Total,0.684
533,24,Rio Grande do Norte,2012,IDH,Educação,Total,0.617
534,24,Rio Grande do Norte,2012,IDH,Longevidade,Total,0.827
535,24,Rio Grande do Norte,2012,IDH,Renda,Total,0.658
536,24,Rio Grande do Norte,2012,IDH,Total,Total,0.695
537,24,Rio Grande do Norte,2013,IDH,Educação,Total,0.642
538,24,Rio Grande do Norte,2013,IDH,Longevidade,Total,0.831
539,24,Rio Grande do Norte,2013,IDH,Renda,Total,0.67
540,24,Rio Grande do Norte,2013,IDH,Total,Total,0.71
541,24,Rio Grande do Norte,2014,IDH,Educação,Total,0.668
542,24,Rio Grande do Norte,2014,IDH,Longevidade,Total,0.836
543,24,Rio Grande do Norte,2014,IDH,Renda,Total,0.676
544,24,Rio Grande do Norte,2014,IDH,Total,Total,0.723
545,24,Rio Grande do Norte,2015,IDH,Educação,Total,0.683
546,24,Rio Grande do Norte,2015,IDH,Longevidade,Total,0.84
547,24,Rio Grande do Norte,2015,IDH,Renda,Total,0.687
548,24,Rio Grande do Norte,2015,IDH,Total,Total,0.733
549,24,Rio Grande do Norte,2016,IDH,Educação,Total,0.676
550,24,Rio Grande do Norte,2016,IDH,Longevidade,Total,0.844
551,24,Rio Grande do Norte,2016,IDH,Renda,Total,0.687
552,24,Rio Grande do Norte,2016,IDH,Total,Total,0.732
553,24,Rio Grande do Norte,2017,IDH,Educação,Total,0.677
554,24,Rio Grande do Norte,2017,IDH,Longevidade,Total,0.848
555,24,Rio Grande do Norte,2017,IDH,Renda,Total,0.672
556,24,Rio Grande do Norte,2017,IDH,Total,Total,0.728
557,24,Rio Grande do Norte,2018,IDH,Educação,Total,0.69
558,24,Rio Grande do Norte,2018,IDH,Longevidade,Total,0.851
559,24,Rio Grande do Norte,2018,IDH,Renda,Total,0.686
560,24,Rio Grande do Norte,2018,IDH,Total,Total,0.739
561,24,Rio Grande do Norte,2019,IDH,Educação,Total,0.689
562,24,Rio Grande do Norte,2019,IDH,Longevidade,Total,0.855
563,24,Rio Grande do Norte,2019,IDH,Renda,Total,0.693
564,24,Rio Grande do Norte,2019,IDH,Total,Total,0.742
565,24,Rio Grande do Norte,2020,IDH,Educação,Total,0.71
566,24,Rio Grande do Norte,2020,IDH,Longevidade,Total,0.855
567,24,Rio Grande do Norte,2020,IDH,Renda,Total,0.695
568,24,Rio Grande do Norte,2020,IDH,Total,Total,0.75
569,24,Rio Grande do Norte,2021,IDH,Educação,Total,0.68
570,24,Rio Grande do Norte,2021,IDH,Longevidade,Total,0.819
571,24,Rio Grande do Norte,2021,IDH,Renda,Total,0.692
572,24,Rio Grande do Norte,2021,IDH,Total,Total,0.728
573,25,Paraíba,1991,IDH,Educação,Total,0.191
574,25,Paraíba,1991,IDH,Longevidade,Total,0.565
575,25,Paraíba,1991,IDH,Renda,Total,0.515
576,25,Paraíba,1991,IDH,Total,Total,0.382
577,25,Paraíba,2000,IDH,Educação,Total,0.331
578,25,Paraíba,2000,IDH,Longevidade,Total,0.672
579,25,Paraíba,2000,IDH,Renda,Total,0.582
580,25,Paraíba,2000,IDH,Total,Total,0.506
581,25,Paraíba,2010,IDH,Educação,Total,0.555
582,25,Paraíba,2010,IDH,Longevidade,Total,0.783
583,25,Paraíba,2010,IDH,Renda,Total,0.656
584,25,Paraíba,2010,IDH,Total,Total,0.658
585,25,Paraíba,2012,IDH,Educação,Total,0.601
586,25,Paraíba,2012,IDH,Longevidade,Total,0.78
587,25,Paraíba,2012,IDH,Renda,Total,0.649
588,25,Paraíba,2012,IDH,Total,Total,0.673
589,25,Paraíba,2013,IDH,Educação,Total,0.584
590,25,Paraíba,2013,IDH,Longevidade,Total,0.786
591,25,Paraíba,2013,IDH,Renda,Total,0.655
592,25,Paraíba,2013,IDH,Total,Total,0.67
593,25,Paraíba,2014,IDH,Educação,Total,0.619
594,25,Paraíba,2014,IDH,Longevidade,Total,0.791
595,25,Paraíba,2014,IDH,Renda,Total,0.671
596,25,Paraíba,2014,IDH,Total,Total,0.69
597,25,Paraíba,2015,IDH,Educação,Total,0.644
598,25,Paraíba,2015,IDH,Longevidade,Total,0.797
599,25,Paraíba,2015,IDH,Renda,Total,0.678
600,25,Paraíba,2015,IDH,Total,Total,0.703
601,25,Paraíba,2016,IDH,Educação,Total,0.657
602,25,Paraíba,2016,IDH,Longevidade,Total,0.802
603,25,Paraíba,2016,IDH,Renda,Total,0.663
604,25,Paraíba,2016,IDH,Total,Total,0.704
605,25,Paraíba,2017,IDH,Educação,Total,0.671
606,25,Paraíba,2017,IDH,Longevidade,Total,0.807
607,25,Paraíba,2017,IDH,Renda,Total,0.682
608,25,Paraíba,2017,IDH,Total,Total,0.717
609,25,Paraíba,2018,IDH,Educação,Total,0.658
610,25,Paraíba,2018,IDH,Longevidade,Total,0.812
611,25,Paraíba,2018,IDH,Renda,Total,0.672
612,25,Paraíba,2018,IDH,Total,Total,0.711
613,25,Paraíba,2019,IDH,Educação,Total,0.66
614,25,Paraíba,2019,IDH,Longevidade,Total,0.816
615,25,Paraíba,2019,IDH,Renda,Total,0.672
616,25,Paraíba,2019,IDH,Total,Total,0.713
617,25,Paraíba,2020,IDH,Educação,Total,0.673
618,25,Paraíba,2020,IDH,Longevidade,Total,0.816
619,25,Paraíba,2020,IDH,Renda,Total,0.664
620,25,Paraíba,2020,IDH,Total,Total,0.714
621,25,Paraíba,2021,IDH,Educação,Total,0.669
622,25,Paraíba,2021,IDH,Longevidade,Total,0.779
623,25,Paraíba,2021,IDH,Renda,Total,0.653
624,25,Paraíba,2021,IDH,Total,Total,0.698
625,26,Pernambuco,1991,IDH,Educação,Total,0.242
626,26,Pernambuco,1991,IDH,Longevidade,Total,0.617
627,26,Pernambuco,1991,IDH,Renda,Total,0.569
628,26,Pernambuco,1991,IDH,Total,Total,0.44
629,26,Pernambuco,2000,IDH,Educação,Total,0.372
630,26,Pernambuco,2000,IDH,Longevidade,Total,0.705
631,26,Pernambuco,2000,IDH,Renda,Total,0.615
632,26,Pernambuco,2000,IDH,Total,Total,0.544
633,26,Pernambuco,2010,IDH,Educação,Total,0.574
634,26,Pernambuco,2010,IDH,Longevidade,Total,0.789
635,26,Pernambuco,2010,IDH,Renda,Total,0.673
636,26,Pernambuco,2010,IDH,Total,Total,0.673
637,26,Pernambuco,2012,IDH,Educação,Total,0.616
638,26,Pernambuco,2012,IDH,Longevidade,Total,0.784
639,26,Pernambuco,2012,IDH,Renda,Total,0.673
640,26,Pernambuco,2012,IDH,Total,Total,0.688
641,26,Pernambuco,2013,IDH,Educação,Total,0.641
642,26,Pernambuco,2013,IDH,Longevidade,Total,0.792
643,26,Pernambuco,2013,IDH,Renda,Total,0.685
644,26,Pernambuco,2013,IDH,Total,Total,0.703
645,26,Pernambuco,2014,IDH,Educação,Total,0.656
646,26,Pernambuco,2014,IDH,Longevidade,Total,0.799
647,26,Pernambuco,2014,IDH,Renda,Total,0.698
648,26,Pernambuco,2014,IDH,Total,Total,0.715
649,26,Pernambuco,2015,IDH,Educação,Total,0.678
650,26,Pernambuco,2015,IDH,Longevidade,Total,0.806
651,26,Pernambuco,2015,IDH,Renda,Total,0.688
652,26,Pernambuco,2015,IDH,Total,Total,0.722
653,26,Pernambuco,2016,IDH,Educação,Total,0.69
654,26,Pernambuco,2016,IDH,Longevidade,Total,0.813
655,26,Pernambuco,2016,IDH,Renda,Total,0.677
656,26,Pernambuco,2016,IDH,Total,Total,0.724
657,26,Pernambuco,2017,IDH,Educação,Total,0.684
658,26,Pernambuco,2017,IDH,Longevidade,Total,0.819
659,26,Pernambuco,2017,IDH,Renda,Total,0.671
660,26,Pernambuco,2017,IDH,Total,Total,0.722
661,26,Pernambuco,2018,IDH,Educação,Total,0.719
662,26,Pernambuco,2018,IDH,Longevidade,Total,0.826
663,26,Pernambuco,2018,IDH,Renda,Total,0.669
664,26,Pernambuco,2018,IDH,Total,Total,0.735
665,26,Pernambuco,2019,IDH,Educação,Total,0.718
666,26,Pernambuco,2019,IDH,Longevidade,Total,0.831
667,26,Pernambuco,2019,IDH,Renda,Total,0.68
668,26,Pernambuco,2019,IDH,Total,Total,0.74
669,26,Pernambuco,2020,IDH,Educação,Total,0.729
670,26,Pernambuco,2020,IDH,Longevidade,Total,0.831
671,26,Pernambuco,2020,IDH,Renda,Total,0.667
672,26,Pernambuco,2020,IDH,Total,Total,0.739
673,26,Pernambuco,2021,IDH,Educação,Total,0.721
674,26,Pernambuco,2021,IDH,Longevidade,Total,0.797
675,26,Pernambuco,2021,IDH,Renda,Total,0.647
676,26,Pernambuco,2021,IDH,Total,Total,0.719
677,27,Alagoas,1991,IDH,Educação,Total,0.174
678,27,Alagoas,1991,IDH,Longevidade,Total,0.552
679,27,Alagoas,1991,IDH,Renda,Total,0.527
680,27,Alagoas,1991,IDH,Total,Total,0.37
681,27,Alagoas,2000,IDH,Educação,Total,0.282
682,27,Alagoas,2000,IDH,Longevidade,Total,0.647
683,27,Alagoas,2000,IDH,Renda,Total,0.574
684,27,Alagoas,2000,IDH,Total,Total,0.471
685,27,Alagoas,2010,IDH,Educação,Total,0.52
686,27,Alagoas,2010,IDH,Longevidade,Total,0.755
687,27,Alagoas,2010,IDH,Renda,Total,0.641
688,27,Alagoas,2010,IDH,Total,Total,0.631
689,27,Alagoas,2012,IDH,Educação,Total,0.587
690,27,Alagoas,2012,IDH,Longevidade,Total,0.749
691,27,Alagoas,2012,IDH,Renda,Total,0.627
692,27,Alagoas,2012,IDH,Total,Total,0.651
693,27,Alagoas,2013,IDH,Educação,Total,0.573
694,27,Alagoas,2013,IDH,Longevidade,Total,0.756
695,27,Alagoas,2013,IDH,Renda,Total,0.629
696,27,Alagoas,2013,IDH,Total,Total,0.648
697,27,Alagoas,2014,IDH,Educação,Total,0.599
698,27,Alagoas,2014,IDH,Longevidade,Total,0.763
699,27,Alagoas,2014,IDH,Renda,Total,0.645
700,27,Alagoas,2014,IDH,Total,Total,0.666
701,27,Alagoas,2015,IDH,Educação,Total,0.605
702,27,Alagoas,2015,IDH,Longevidade,Total,0.769
703,27,Alagoas,2015,IDH,Renda,Total,0.636
704,27,Alagoas,2015,IDH,Total,Total,0.666
705,27,Alagoas,2016,IDH,Educação,Total,0.635
706,27,Alagoas,2016,IDH,Longevidade,Total,0.776
707,27,Alagoas,2016,IDH,Renda,Total,0.637
708,27,Alagoas,2016,IDH,Total,Total,0.68
709,27,Alagoas,2017,IDH,Educação,Total,0.634
710,27,Alagoas,2017,IDH,Longevidade,Total,0.782
711,27,Alagoas,2017,IDH,Renda,Total,0.631
712,27,Alagoas,2017,IDH,Total,Total,0.679
713,27,Alagoas,2018,IDH,Educação,Total,0.651
714,27,Alagoas,2018,IDH,Longevidade,Total,0.788
715,27,Alagoas,2018,IDH,Renda,Total,0.637
716,27,Alagoas,2018,IDH,Total,Total,0.689
717,27,Alagoas,2019,IDH,Educação,Total,0.643
718,27,Alagoas,2019,IDH,Longevidade,Total,0.793
719,27,Alagoas,2019,IDH,Renda,Total,0.636
720,27,Alagoas,2019,IDH,Total,Total,0.687
721,27,Alagoas,2020,IDH,Educação,Total,0.66
722,27,Alagoas,2020,IDH,Longevidade,Total,0.786
723,27,Alagoas,2020,IDH,Renda,Total,0.645
724,27,Alagoas,2020,IDH,Total,Total,0.694
725,27,Alagoas,2021,IDH,Educação,Total,0.679
726,27,Alagoas,2021,IDH,Longevidade,Total,0.748
727,27,Alagoas,2021,IDH,Renda,Total,0.63
728,27,Alagoas,2021,IDH,Total,Total,0.684
729,28,Sergipe,1991,IDH,Educação,Total,0.211
730,28,Sergipe,1991,IDH,Longevidade,Total,0.581
731,28,Sergipe,1991,IDH,Renda,Total,0.552
732,28,Sergipe,1991,IDH,Total,Total,0.408
733,28,Sergipe,2000,IDH,Educação,Total,0.343
734,28,Sergipe,2000,IDH,Longevidade,Total,0.678
735,28,Sergipe,2000,IDH,Renda,Total,0.596
736,28,Sergipe,2000,IDH,Total,Total,0.518
737,28,Sergipe,2010,IDH,Educação,Total,0.56
738,28,Sergipe,2010,IDH,Longevidade,Total,0.781
739,28,Sergipe,2010,IDH,Renda,Total,0.672
740,28,Sergipe,2010,IDH,Total,Total,0.665
741,28,Sergipe,2012,IDH,Educação,Total,0.607
742,28,Sergipe,2012,IDH,Longevidade,Total,0.775
743,28,Sergipe,2012,IDH,Renda,Total,0.679
744,28,Sergipe,2012,IDH,Total,Total,0.684
745,28,Sergipe,2013,IDH,Educação,Total,0.598
746,28,Sergipe,2013,IDH,Longevidade,Total,0.779
747,28,Sergipe,2013,IDH,Renda,Total,0.685
748,28,Sergipe,2013,IDH,Total,Total,0.683
749,28,Sergipe,2014,IDH,Educação,Total,0.625
750,28,Sergipe,2014,IDH,Longevidade,Total,0.784
751,28,Sergipe,2014,IDH,Renda,Total,0.688
752,28,Sergipe,2014,IDH,Total,Total,0.696
753,28,Sergipe,2015,IDH,Educação,Total,0.633
754,28,Sergipe,2015,IDH,Longevidade,Total,0.788
755,28,Sergipe,2015,IDH,Renda,Total,0.68
756,28,Sergipe,2015,IDH,Total,Total,0.697
757,28,Sergipe,2016,IDH,Educação,Total,0.625
758,28,Sergipe,2016,IDH,Longevidade,Total,0.793
759,28,Sergipe,2016,IDH,Renda,Total,0.683
760,28,Sergipe,2016,IDH,Total,Total,0.697
761,28,Sergipe,2017,IDH,Educação,Total,0.639
762,28,Sergipe,2017,IDH,Longevidade,Total,0.797
763,28,Sergipe,2017,IDH,Renda,Total,0.67
764,28,Sergipe,2017,IDH,Total,Total,0.699
765,28,Sergipe,2018,IDH,Educação,Total,0.66
766,28,Sergipe,2018,IDH,Longevidade,Total,0.801
767,28,Sergipe,2018,IDH,Renda,Total,0.676
768,28,Sergipe,2018,IDH,Total,Total,0.71
769,28,Sergipe,2019,IDH,Educação,Total,0.639
770,28,Sergipe,2019,IDH,Longevidade,Total,0.805
771,28,Sergipe,2019,IDH,Renda,Total,0.682
772,28,Sergipe,2019,IDH,Total,Total,0.705
773,28,Sergipe,2020,IDH,Educação,Total,0.682
774,28,Sergipe,2020,IDH,Longevidade,Total,0.803
775,28,Sergipe,2020,IDH,Renda,Total,0.687
776,28,Sergipe,2020,IDH,Total,Total,0.722
777,28,Sergipe,2021,IDH,Educação,Total,0.684
778,28,Sergipe,2021,IDH,Longevidade,Total,0.764
779,28,Sergipe,2021,IDH,Renda,Total,0.662
780,28,Sergipe,2021,IDH,Total,Total,0.702
781,29,Bahia,1991,IDH,Educação,Total,0.182
782,29,Bahia,1991,IDH,Longevidade,Total,0.582
783,29,Bahia,1991,IDH,Renda,Total,0.543
784,29,Bahia,1991,IDH,Total,Total,0.386
785,29,Bahia,2000,IDH,Educação,Total,0.332
786,29,Bahia,2000,IDH,Longevidade,Total,0.68
787,29,Bahia,2000,IDH,Renda,Total,0.594
788,29,Bahia,2000,IDH,Total,Total,0.512
789,29,Bahia,2010,IDH,Educação,Total,0.555
790,29,Bahia,2010,IDH,Longevidade,Total,0.783
791,29,Bahia,2010,IDH,Renda,Total,0.663
792,29,Bahia,2010,IDH,Total,Total,0.66
793,29,Bahia,2012,IDH,Educação,Total,0.593
794,29,Bahia,2012,IDH,Longevidade,Total,0.79
795,29,Bahia,2012,IDH,Renda,Total,0.666
796,29,Bahia,2012,IDH,Total,Total,0.678
797,29,Bahia,2013,IDH,Educação,Total,0.594
798,29,Bahia,2013,IDH,Longevidade,Total,0.794
799,29,Bahia,2013,IDH,Renda,Total,0.667
800,29,Bahia,2013,IDH,Total,Total,0.68
801,29,Bahia,2014,IDH,Educação,Total,0.619
802,29,Bahia,2014,IDH,Longevidade,Total,0.799
803,29,Bahia,2014,IDH,Renda,Total,0.676
804,29,Bahia,2014,IDH,Total,Total,0.694
805,29,Bahia,2015,IDH,Educação,Total,0.64
806,29,Bahia,2015,IDH,Longevidade,Total,0.803
807,29,Bahia,2015,IDH,Renda,Total,0.671
808,29,Bahia,2015,IDH,Total,Total,0.701
809,29,Bahia,2016,IDH,Educação,Total,0.656
810,29,Bahia,2016,IDH,Longevidade,Total,0.807
811,29,Bahia,2016,IDH,Renda,Total,0.662
812,29,Bahia,2016,IDH,Total,Total,0.705
813,29,Bahia,2017,IDH,Educação,Total,0.655
814,29,Bahia,2017,IDH,Longevidade,Total,0.811
815,29,Bahia,2017,IDH,Renda,Total,0.675
816,29,Bahia,2017,IDH,Total,Total,0.71
817,29,Bahia,2018,IDH,Educação,Total,0.66
818,29,Bahia,2018,IDH,Longevidade,Total,0.815
819,29,Bahia,2018,IDH,Renda,Total,0.664
820,29,Bahia,2018,IDH,Total,Total,0.71
821,29,Bahia,2019,IDH,Educação,Total,0.672
822,29,Bahia,2019,IDH,Longevidade,Total,0.818
823,29,Bahia,2019,IDH,Renda,Total,0.673
824,29,Bahia,2019,IDH,Total,Total,0.718
825,29,Bahia,2020,IDH,Educação,Total,0.69
826,29,Bahia,2020,IDH,Longevidade,Total,0.811
827,29,Bahia,2020,IDH,Renda,Total,0.679
828,29,Bahia,2020,IDH,Total,Total,0.724
829,29,Bahia,2021,IDH,Educação,Total,0.659
830,29,Bahia,2021,IDH,Longevidade,Total,0.772
831,29,Bahia,2021,IDH,Renda,Total,0.648
832,29,Bahia,2021,IDH,Total,Total,0.691
833,31,Minas Gerais,1991,IDH,Educação,Total,0.257
834,31,Minas Gerais,1991,IDH,Longevidade,Total,0.689
835,31,Minas Gerais,1991,IDH,Renda,Total,0.618
836,31,Minas Gerais,1991,IDH,Total,Total,0.478
837,31,Minas Gerais,2000,IDH,Educação,Total,0.47
838,31,Minas Gerais,2000,IDH,Longevidade,Total,0.759
839,31,Minas Gerais,2000,IDH,Renda,Total,0.68
840,31,Minas Gerais,2000,IDH,Total,Total,0.624
841,31,Minas Gerais,2010,IDH,Educação,Total,0.638
842,31,Minas Gerais,2010,IDH,Longevidade,Total,0.838
843,31,Minas Gerais,2010,IDH,Renda,Total,0.73
844,31,Minas Gerais,2010,IDH,Total,Total,0.731
845,31,Minas Gerais,2012,IDH,Educação,Total,0.683
846,31,Minas Gerais,2012,IDH,Longevidade,Total,0.852
847,31,Minas Gerais,2012,IDH,Renda,Total,0.726
848,31,Minas Gerais,2012,IDH,Total,Total,0.75
849,31,Minas Gerais,2013,IDH,Educação,Total,0.692
850,31,Minas Gerais,2013,IDH,Longevidade,Total,0.857
851,31,Minas Gerais,2013,IDH,Renda,Total,0.733
852,31,Minas Gerais,2013,IDH,Total,Total,0.758
853,31,Minas Gerais,2014,IDH,Educação,Total,0.718
854,31,Minas Gerais,2014,IDH,Longevidade,Total,0.862
855,31,Minas Gerais,2014,IDH,Renda,Total,0.739
856,31,Minas Gerais,2014,IDH,Total,Total,0.77
857,31,Minas Gerais,2015,IDH,Educação,Total,0.727
858,31,Minas Gerais,2015,IDH,Longevidade,Total,0.866
859,31,Minas Gerais,2015,IDH,Renda,Total,0.736
860,31,Minas Gerais,2015,IDH,Total,Total,0.774
861,31,Minas Gerais,2016,IDH,Educação,Total,0.739
862,31,Minas Gerais,2016,IDH,Longevidade,Total,0.871
863,31,Minas Gerais,2016,IDH,Renda,Total,0.725
864,31,Minas Gerais,2016,IDH,Total,Total,0.776
865,31,Minas Gerais,2017,IDH,Educação,Total,0.752
866,31,Minas Gerais,2017,IDH,Longevidade,Total,0.875
867,31,Minas Gerais,2017,IDH,Renda,Total,0.731
868,31,Minas Gerais,2017,IDH,Total,Total,0.784
869,31,Minas Gerais,2018,IDH,Educação,Total,0.748
870,31,Minas Gerais,2018,IDH,Longevidade,Total,0.879
871,31,Minas Gerais,2018,IDH,Renda,Total,0.733
872,31,Minas Gerais,2018,IDH,Total,Total,0.784
873,31,Minas Gerais,2019,IDH,Educação,Total,0.77
874,31,Minas Gerais,2019,IDH,Longevidade,Total,0.883
875,31,Minas Gerais,2019,IDH,Renda,Total,0.734
876,31,Minas Gerais,2019,IDH,Total,Total,0.793
877,31,Minas Gerais,2020,IDH,Educação,Total,0.767
878,31,Minas Gerais,2020,IDH,Longevidade,Total,0.878
879,31,Minas Gerais,2020,IDH,Renda,Total,0.729
880,31,Minas Gerais,2020,IDH,Total,Total,0.789
881,31,Minas Gerais,2021,IDH,Educação,Total,0.762
882,31,Minas Gerais,2021,IDH,Longevidade,Total,0.846
883,31,Minas Gerais,2021,IDH,Renda,Total,0.718
884,31,Minas Gerais,2021,IDH,Total,Total,0.774
885,32,Espírito Santo,1991,IDH,Educação,Total,0.304
886,32,Espírito Santo,1991,IDH,Longevidade,Total,0.686
887,32,Espírito Santo,1991,IDH,Renda,Total,0.619
888,32,Espírito Santo,1991,IDH,Total,Total,0.505
889,32,Espírito Santo,2000,IDH,Educação,Total,0.491
890,32,Espírito Santo,2000,IDH,Longevidade,Total,0.777
891,32,Espírito Santo,2000,IDH,Renda,Total,0.687
892,32,Espírito Santo,2000,IDH,Total,Total,0.64
893,32,Espírito Santo,2010,IDH,Educação,Total,0.653
894,32,Espírito Santo,2010,IDH,Longevidade,Total,0.835
895,32,Espírito Santo,2010,IDH,Renda,Total,0.743
896,32,Espírito Santo,2010,IDH,Total,Total,0.74
897,32,Espírito Santo,2012,IDH,Educação,Total,0.692
898,32,Espírito Santo,2012,IDH,Longevidade,Total,0.863
899,32,Espírito Santo,2012,IDH,Renda,Total,0.73
900,32,Espírito Santo,2012,IDH,Total,Total,0.758
901,32,Espírito Santo,2013,IDH,Educação,Total,0.701
902,32,Espírito Santo,2013,IDH,Longevidade,Total,0.87
903,32,Espírito Santo,2013,IDH,Renda,Total,0.734
904,32,Espírito Santo,2013,IDH,Total,Total,0.765
905,32,Espírito Santo,2014,IDH,Educação,Total,0.709
906,32,Espírito Santo,2014,IDH,Longevidade,Total,0.876
907,32,Espírito Santo,2014,IDH,Renda,Total,0.742
908,32,Espírito Santo,2014,IDH,Total,Total,0.772
909,32,Espírito Santo,2015,IDH,Educação,Total,0.726
910,32,Espírito Santo,2015,IDH,Longevidade,Total,0.882
911,32,Espírito Santo,2015,IDH,Renda,Total,0.731
912,32,Espírito Santo,2015,IDH,Total,Total,0.776
913,32,Espírito Santo,2016,IDH,Educação,Total,0.732
914,32,Espírito Santo,2016,IDH,Longevidade,Total,0.887
915,32,Espírito Santo,2016,IDH,Renda,Total,0.727
916,32,Espírito Santo,2016,IDH,Total,Total,0.779
917,32,Espírito Santo,2017,IDH,Educação,Total,0.731
918,32,Espírito Santo,2017,IDH,Longevidade,Total,0.892
919,32,Espírito Santo,2017,IDH,Renda,Total,0.727
920,32,Espírito Santo,2017,IDH,Total,Total,0.78
921,32,Espírito Santo,2018,IDH,Educação,Total,0.743
922,32,Espírito Santo,2018,IDH,Longevidade,Total,0.897
923,32,Espírito Santo,2018,IDH,Renda,Total,0.735
924,32,Espírito Santo,2018,IDH,Total,Total,0.788
925,32,Espírito Santo,2019,IDH,Educação,Total,0.741
926,32,Espírito Santo,2019,IDH,Longevidade,Total,0.902
927,32,Espírito Santo,2019,IDH,Renda,Total,0.747
928,32,Espírito Santo,2019,IDH,Total,Total,0.793
929,32,Espírito Santo,2020,IDH,Educação,Total,0.758
930,32,Espírito Santo,2020,IDH,Longevidade,Total,0.895
931,32,Espírito Santo,2020,IDH,Renda,Total,0.733
932,32,Espírito Santo,2020,IDH,Total,Total,0.792
933,32,Espírito Santo,2021,IDH,Educação,Total,0.742
934,32,Espírito Santo,2021,IDH,Longevidade,Total,0.864
935,32,Espírito Santo,2021,IDH,Renda,Total,0.715
936,32,Espírito Santo,2021,IDH,Total,Total,0.771
937,33,Rio de Janeiro,1991,IDH,Educação,Total,0.392
938,33,Rio de Janeiro,1991,IDH,Longevidade,Total,0.69
939,33,Rio de Janeiro,1991,IDH,Renda,Total,0.696
940,33,Rio de Janeiro,1991,IDH,Total,Total,0.573
941,33,Rio de Janeiro,2000,IDH,Educação,Total,0.53
942,33,Rio de Janeiro,2000,IDH,Longevidade,Total,0.74
943,33,Rio de Janeiro,2000,IDH,Renda,Total,0.745
944,33,Rio de Janeiro,2000,IDH,Total,Total,0.664
945,33,Rio de Janeiro,2010,IDH,Educação,Total,0.675
946,33,Rio de Janeiro,2010,IDH,Longevidade,Total,0.835
947,33,Rio de Janeiro,2010,IDH,Renda,Total,0.782
948,33,Rio de Janeiro,2010,IDH,Total,Total,0.761
949,33,Rio de Janeiro,2012,IDH,Educação,Total,0.703
950,33,Rio de Janeiro,2012,IDH,Longevidade,Total,0.832
951,33,Rio de Janeiro,2012,IDH,Renda,Total,0.756
952,33,Rio de Janeiro,2012,IDH,Total,Total,0.762
953,33,Rio de Janeiro,2013,IDH,Educação,Total,0.715
954,33,Rio de Janeiro,2013,IDH,Longevidade,Total,0.837
955,33,Rio de Janeiro,2013,IDH,Renda,Total,0.757
956,33,Rio de Janeiro,2013,IDH,Total,Total,0.768
957,33,Rio de Janeiro,2014,IDH,Educação,Total,0.736
958,33,Rio de Janeiro,2014,IDH,Longevidade,Total,0.843
959,33,Rio de Janeiro,2014,IDH,Renda,Total,0.764
960,33,Rio de Janeiro,2014,IDH,Total,Total,0.78
961,33,Rio de Janeiro,2015,IDH,Educação,Total,0.752
962,33,Rio de Janeiro,2015,IDH,Longevidade,Total,0.848
963,33,Rio de Janeiro,2015,IDH,Renda,Total,0.758
964,33,Rio de Janeiro,2015,IDH,Total,Total,0.785
965,33,Rio de Janeiro,2016,IDH,Educação,Total,0.757
966,33,Rio de Janeiro,2016,IDH,Longevidade,Total,0.853
967,33,Rio de Janeiro,2016,IDH,Renda,Total,0.761
968,33,Rio de Janeiro,2016,IDH,Total,Total,0.789
969,33,Rio de Janeiro,2017,IDH,Educação,Total,0.762
970,33,Rio de Janeiro,2017,IDH,Longevidade,Total,0.858
971,33,Rio de Janeiro,2017,IDH,Renda,Total,0.757
972,33,Rio de Janeiro,2017,IDH,Total,Total,0.791
973,33,Rio de Janeiro,2018,IDH,Educação,Total,0.781
974,33,Rio de Janeiro,2018,IDH,Longevidade,Total,0.863
975,33,Rio de Janeiro,2018,IDH,Renda,Total,0.774
976,33,Rio de Janeiro,2018,IDH,Total,Total,0.805
977,33,Rio de Janeiro,2019,IDH,Educação,Total,0.78
978,33,Rio de Janeiro,2019,IDH,Longevidade,Total,0.867
979,33,Rio de Janeiro,2019,IDH,Renda,Total,0.783
